,textID,text,len,clean
9621,a7f0b2d40b,"i want to go out tonight, but i ain`t go no money and no one to go with   any takers???",20,want go tonight  go money one go    taker   
9622,62f3f47fbe,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,10,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced database  hour  minute   fail
9623,289b06b8b0, haha drunk golf sounds *awesome*!! i predict a great score for today,12,haha drunk golf sound  awesome    predict great score today
9624,4a25ffa979,enjoying lazying around eating roses chocolates  x,7,enjoy lazying around eat rose chocolate   x
9625,02143c83b4,Movie night with kate,4,movie night kate
9626,215ac0eb81,"stop making assumptions about me when you dont even **** know me!  haha stupid ****. thanks for defending me, matthew.",20,stop make assumption even     know    haha stupid      thank defend  matthew 
9627,054c99470c,  Happy Mother`s day to your Mum,6,happy mother day mum
9628,c9100b0595, I know Buffie. I am sitting in my office instead of going to see Ms. Kane. Major bummer,18,know buffie  sit office instead go see ms kane  major bummer
9629,9c29415415,Stubbed my little toe this morning on my file cabinet ... and it`s turning black,15,stub little toe morning file cabinet  turn black
9630,2c09848db1,I think Destiny has officially gone crazy... hahahaha,8,think destiny officially go crazy  hahahaha
9631,0fe5621e20, Hey fellow Trojan..congrats on graduation.,5,hey fellow trojan  congrat graduation 
9632,e8f198f149,"feeling lonely,DH on night shift all w/e",7,feel lonely  dh night shift w  e
9633,c19de2c75b, awwwwwwwwww  thats jus...awwwww.did she get to start again like?,9,awwwwwwwwww   jus  aww get start like 
9634,75f83ff458, I haven`t had one for a long time. Too expensive,10,one long time  expensive
9635,b8d8602bfc,"never thought i`d say this, but i miss my 9-5 job, the commute, my cubicle, free food & coffee and being downtown. why did i quit?",26,never think would say  miss    job  commute  cubicle  free food  coffee downtown  quit 
9636,698223075a,doesnt understand twitter,3,understand twitter
9637,35c919dfab, morning. hope its a good day despite the revising,9,morning  hope good day despite revising
9638,e7afa9e007," actually, in Sweden the IKEA`s do have rooms to stay the night. Not here though, I`ll have to stay across the street.",22,actually  sweden ikea room stay night  though  stay across street 
9639,56fda88aaf,Going to Jack`s for dinner with my BFF!,8,go jack dinner bff 
9640,5f16171d76," it`s so sad, i`d love to talk to you but i live in the uk  can`t wait for the new album, please say hi to me ****",27,sad  would love talk live uk   wait new album  please say hi    
9641,2ce5d237e0,finally made it to phoenix!  I am home.,8,finally make phoenix    home 
9642,ef25d430b0, That`s why i`ll be sticking to twitter clients.,8,stick twitter client 
9643,7c0ef0b9f1,Never better! I had to follow some local Tweeples! It`s only right!  ,12,never well  follow local tweeple  right 
9644,48c0dc5b09, ok Im off to pc world then  **** tweet u later **** lol,13,ok pc world       tweet later     lol
9645,55d58bba3f,Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x,15,want meet jeff hardy beth britt bad soo annoying   x x
9646,114c455aa7, http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,20,  feel really emotional   great see pic keep    go 
9647,755a0e11ab,There is one million people @ the DMV today.....,9,one million people  dmv today 
9648,719a7108ed,Just found out I`ll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife,17,find food engineer future life  cool   iphone app call afterlife
9649,994e152e33, awww I love me some charlies  we are enjoying some lucky food LOL,13,awww love charlie   enjoy lucky food lol
9650,c5218f6acd, Thanks for the tip! It`s our Company laptops so was aiming for another solution actually....,15,thank tip  company laptop aim another solution actually 
9651,406fe43daf,_In_TX I know what you mean.,6, intx know mean 
9652,4fa71e7e5f,_tattoo Hey girl. I`m a new follower - I think it`s awesome you`ve gotten the chance to get so close to Donnie. Very cool!!,24, tattoo hey girl  new follower  think awesome get chance get close donnie  cool  
9653,3592d43e3d,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,14,move make sore    dunno go make     get close 
9654,97ae99ab8b,stupid HIP!! I hate you!! And I can`t even break in my new kicks!!!  GRRRR!,15,stupid hip   hate   even break new kick      grrrr 
9655,9e154f800e," That`s not good, sorry to hear that, where did he park it?",12,good  sorry hear  park 
9656,d6fe273ce4,headed into venue.  bbl,4,head venue    bbl
9657,5866b73fca,Feel like **** today   Got a speeding ticket 1st since 5 years...blows!!!!!!!,12,feel like     today    get speed ticket st since  year  blow       
9658,648b04f7ca,"feeling very stressed and strung out, awake at 4.50am, mind buzzing... and Mrs Dr. A is not talking to me",20,feel stressed string  awake  mind buzzing  mrs dr talk
9659,416c4175e4,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can`t get enough of this video  #starwars #startrek,13,deathstar destroy starship enterprice  get enough video    starwar  startrek
9660,1555aee6cb,The nocturnal serendipity... Kashmir is an important means to that end...,11,nocturnal serendipity  kashmir important mean end 
9661,050721252d, Doubtful! It`s going to be on 24/2!,7,doubtful  go  
9662,f590a96112,"On my way to work, I`m kinda sad",8,way work  kind sad
9663,ff58246427, seems like a win win situation,6,seem like win win situation
9664,e90239f5f1,Time to head back home. My business here is done.,10,time head back home  business 
9665,84159591be,So off work about to do what I don`t know I`m exhausted,12,work know exhaust
9666,fce78e20cb,exam on active directory tomorrow.,5,exam active directory tomorrow 
9667,0b41bb0441, thanx for showin luv,4,thanx showin love
9668,8818885db5,coming back drom camp!!! there was no cell fone reception =0 so im so happy were back in QLD and a little bit tired,24,come back drom camp    cell fone reception   happy back qld little bit tired
9669,4d2e320b68,"Happy Mothers Day, Mum.. Love you lots   1 month and 11 days to go.. AND 1 month to go for ma bby  love you Bash",25,happy mothers day  mum  love lot     month  day go   month go bby   love bash
9670,bcb091ea3b,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.,19,gah  buddy k must hang person right miss    along parker mcphee 
9671,f5a08bfb29,This sars has really got me down.,7,sars really get 
9672,66081e7de2,Just found out one of my coworkers that I actually like is leaving.,13,find one coworker actually like leave 
9673,daad2b596b,I love you MOM!,4,love mom 
9674,0a87bc8dfd,The reason why I can`t find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,24,reason find late arena magazine fold due recession  grrrrr  gq  fhm survive  justice 
9675,149705b427,_dollaz Yay...you like CT. People always tryna **** on it when they`ve never even been there.,16, dollaz yay  like ct  people always tryna     never even 
9676,aa47a9bec9,"debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won`t wanna stop",27,debate whether go bed start read last harry potter book  even though soon start read  want stop
9677,11776036e5," cafe, sky dining plangi  http://plurk.com/p/sw17j",5,cafe  sky dining plangi   
9678,6dbabd0afc,@ Butlers watching Dr. Farmer rock out w/ the hispanic Jimmy Hendrix ... drinking Cosmos,15, butler watch dr farmer rock w hispanic jimmy hendrix  drink cosmos
9679,66975b37ee,"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one **** a 2 year old child?!  How the F?  Why?",25,simon  idol may say  life sentence good enough chester stiles  one      year old child     f    
9680,cc1e5cf079, want me to walk with you?  x,7,want walk    x
9681,700f13fa94," my location thing? Through ubertwitter...it has an option to include locations! Jon uses uber, but he has it off  lol",20,location thing  ubertwitter  option include location  jon use uber    lol
9682,ab507b0cdb, You have the best hair ever. Totally jealous. Mine`s unfixable if I forget and leave sunglasses stuck in it too long,21,good hair ever  totally jealous  mine unfixable forget leave sunglass stick long
9683,b18e3e1aa1,Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;),7,hi everyone miss much    muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 
9684,5162aa68ce,after show at our house rocked! saying goodbye soon,9,show house rock  say goodbye soon
9685,be9123b48d,How could they kill him? Hollyoaks made me sad.,9,could kill  hollyoaks make sad 
9686,78d8e36c5c," I can`t believe that he almost got put down, before the rescue group went and got him.",17,believe almost get put  rescue group go get 
9687,e65b2f93f2,is snuggled in bed reading,5,snuggle bed reading
9688,fadf4dff4e," wow, i can sleep with my eyes open, tis amaze *i lie*",12,wow  sleep eye open  amaze  lie 
9689,84bcf86d43,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF,25,west coast time  gettin ready catch flight back home  soooo excited go back two fav boyzzzz   puppy n bf
9690,37965e5ae2, Hey  Did you have a good weekend buddy?,8,hey   good weekend buddy 
9691,9179f61414,Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`,18,thankful last minute doc appointment  baby girl temp    sit doc waitin 
9692,f358968122,"I have to go clothes shopping tomorrow  I hate it, but I have a serious 'clothes falling apart' situation here.",20,go clothe shopping tomorrow   hate  serious  clothe fall apart  situation 
9693,448f04206e,im at scotts being a fatty,6,scotts fatty
9694,1be3837ac6,"_98 ****, that`s my favorite part...lol...ok, i`ll just keep in stock alot then",13,       favorite part  lol  ok  keep stock alot
9695,16905090cc, I`m currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp,17,currently use microplaza find via link comment blog   
9696,40e030783f,Ok I am going to sleep for real now good night twitter land,13,ok go sleep real good night twitter land
9697,48ae485176, im stuck 2  this when my la love turns in2 road rage lol,13,stick    la love turn road rage lol
9698,9bf917123f,May the 4th be with you. Happy Star Wars Day!   http://tinyurl.com/cjamjt #starwarsday #geek #dork #fb #awesome,16,may th  happy star wars day       starwarsday  geek  dork  fb  awesome
9699,fef2835b65,following  `cause  ordered it,4,follow     order
9700,364019a5d9,bye bye South Beach....u never let me down,8,bye bye south beach  never let
9701,554715bc64,Got back from a week of jamming in the French city of Meyrueis. Feel hella replenished,16,get back week jam french city meyrueis  feel hella replenish
9702,fb616ff5b5, Sry I missed your calls. I fell asleep out of boredom. Colorado Sunrise was enjoyable though.  I actually could hear it. xD,22,sry miss call  fall asleep boredom  colorado sunrise enjoyable though    actually could hear  xd
9703,aa23ddd2e3,i wanna see UPPPPPP,4,want see upppppp
9704,dd75a492d2,i`m also on plurk  try it,6,also plurk   try
9705,52fa3df35b,Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,22,watch  ps love   eat chinese food  else home alone friday night 
9706,4e58188e4d,"To all my friends: Im deeply sorry i`m moving, i will miss u all so very very much!",18,friend  deeply sorry move  miss much 
9707,d8e204b2a3, Hey! So glad it`s Friday but not happy that I just ate a bad apple,15,hey  glad friday happy eat bad apple
9708,22bac2cdb7, the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!,28,second hit reply tweet ask stop play music    sad  someone sing  key work 
9709,2ab31350aa,"has uploaded her runs onto NikePlus.com ...   Run, Row.Row., RUN!!!",10,upload run onto nikepluscom     run  row  row   run   
9710,0cf61b6c7a,  EEW  Cheese. I hate cheese.,5,eew   cheese  hate cheese 
9711,9a157dba97,_Jane14 okay well then now i don`t feel so bad lmao,11, jane okay well feel bad lmao
9712,f9847d309e, Jess is invited just not me  I feel really unloved by u AND Aj right now hahaha!,17,jess invite   feel really unloved aj right hahaha 
9713,7ea55c33f0,I wish I had a dog,6,wish dog
9714,53766f5b1a,needs a little lie down. not feeling great today. boo,10,need little lie  feel great today  boo
9715,cd4606335a,"Moving office tomorrow after 3 years at this one, its a sad day",13,move office tomorrow  year one  sad day
9716,f29f7e231f,Thank you,2,thank
9717,5cbc350a9c, I see...,2,see 
9718,aa9b090c7d,Happy Mother`s day mang!!! thank you and i love you,10,happy mother day mang    thank love
9719,52e1e71230,Finally making some headway in the family room!  Home is finally begining to look like it!  btw dial up can go die!,22,finally make headway family room    home finally begin look like    btw dial go die 
9720,dc5ea5d0b4,feels like **** whenever she lays down. @)(1+-`$#! I hate heartburn & backaches!,13,feel like     whenever lay       hate heartburn  backache 
9721,f0facd54e9,"By  Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don`t find my car that much fun any more",24,  drive  mazda  rx today boy  car fun  sadly though  find car much fun
9722,f09c712326,"Hot ****, I`m at **** Disneyland!",6,hot          disneyland 
9723,b068ec2560,Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site),29,wow  dude say well bobbi lewis  never hear guy  take compliment    read bl web site 
9724,7cb9068fb4,I`m getting back into  again,5,get back  
9725,20b599095f,Didn`t bring connector for camera on trip...saving new photos will have to wait another week...,15,bring connector camera trip  save new photo wait another week 
9726,29d1c33123,My tummy hurts...again,3,tummy hurt 
9727,da608fb08e," omg!!!! I feel bad,  .Was it good?              ;",8,omg     feel bad    good                
9728,f0dd6aa1cd, lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,16,lost luggage  sorry hear    check selection travel luggage  
9729,5bf06a2402,"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?",17,oopsie  origami box make look like strawberry  allow teach 
9730,4e001c7f10,Ready for Mother`s Day? http://tinyurl.com/dcgeyv,5,ready mother day  
9731,7698ccecb3, thank you!,2,thank 
9732,bd2c1c0f1d,"had to rumage around topless in the freezer to find something to eat, all I found was a suspect pizza",20,rumage around topless freezer find something eat  find suspect pizza
9733,644407154b, HEYHEYHEYY happy star wars day   watcha doin this friday? up for a movie?,13,heyheyheyy happy star wars day    watcha friday  movie 
9734,bab90d969e, people dont get into fender benders on the way to school that just doesnt happen hahahahah,16,people get fender bender way school happen hahahahah
9735,46d631c295, i hate it,3,hate
9736,5d31b01820,So cold in here!  getting the chill,7,cold    get chill
9737,060d3914fa,"Whoops! Start Trek,...not Start! Duh.",5,whoops  start trek  start  duh 
9738,8db50dd107,"I need a friend right now  , I feel like mmmm ... sosad",13,need friend right    feel like mmmm  sosad
9739,cb2f97dc53,is having this massive headache! and all i want to do is eat some nachos..,15,massive headache  want eat nachos 
9740,fb62fc0fd7, and now I am starting to feel really old.,9,start feel really old 
9741,b50806aab5,Waiting the next release,4,wait next release
9742,19d4c27675,I would love to sleep with pete Lmfao   jk,9,would love sleep pete lmfao    jk
9743,ba99832763, ily babe. Sweet dreams.,4,ily babe  sweet dream 
9744,06edc44b40,http://twitpic.com/66yb9 Ozzy back from the vet. Not feeling well. He looks so sad.    Possible UTI. Results tomorrow.,17, ozzy back vet  feel well  look sad      possible uti  result tomorrow 
9745,07a3c001a2,Another interview... Please somebody hire me?! But I`m late,9,another interview  please somebody hire   late
9746,a52da95df5,Its two o clock in the morning!,7,two clock morning 
9747,a8536916e1," alison is great around miley love to meet her, when you see her can you tell her to give a shoutout to   #1 fan",24,alison great around miley love meet  see tell give shoutout      fan
9748,d7f21956e2,Mango Medley has yummy mango and mango ice cream!,9,mango medley yummy mango mango ice cream 
9749,90d40a7b06,"  oo, oo, I must compete... let me login to my work email to see if I can top that",19,oo  oo  must compete  let login work email see top
9750,c915181b90,_ryall What if I thought I was a Star Trek person but I wasn`t all that crazy about the new movie?,21, ryall think star trek person crazy new movie 
9751,361f6aa134,About to go pick up my roomate from the airport....no more house to myself.,14,go pick roomate airport  house 
9752,71ecc26c84,"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha",22,blah  register coach summer eh tourney start july th  vacation   th  fk life  haha
9753,8eba081c1d,a night alone with my piano...and a pro tools session... ill take that ANYTIME.,14,night alone piano  pro tool session  ill take anytime 
9754,f59aff02ef,2 coins people,3, coin people
9755,9d7ea6f2c0,Weekend looks sloppy  Looking forward to a great week with great customers!,12,weekend look sloppy   look forward great week great customer 
9756,b5dcfff178, id poke u...on face book but u dont have 1  lol,11,would poke  face book    lol
9757,4b2c530b21,taking a break from sewing to do some dishes,9,take break sewing dish
9758,6f33b9e82c, love Dawn of the Replicants! love music monday!,8,love dawn replicant  love music monday 
9759,ad00efb264,"i hate working, especially when the weather is good",9,hate work  especially weather good
9760,b3ddcd49f3," workies with dad?  aw that sucks working on saturday morning. I`m about to study, when are your exams?",18,workie dad    aw suck work saturday morning  study  exam 
9761,cf81e8e620, wifeyyyyyy  me no likey u siky,6,wifeyyyyyy   likey siky
9762,6c417fb519," not sure I like this way to learn a new language  I prefer to be 'on location', so I can practice, ask Qs and get answers",26,sure like way learn new language   prefer  location   practice  ask qs get answer
9763,5e3518ab07, tres rude VICTOR!  :\,4,tre rude victor     
9764,7706015ddd,  still no direct message for me. what the hell am I complaining about? i`ll c ya in 27. if u don`t answer i`ll ask in 5*.,26,still direct message  hell complain  c ya   answer ask   
9765,008881f5c5,Found out earlier today that I`m going to be an Uncle,11,find earlier today go uncle
9766,307b9d7151, It starts again June 14,5,start june 
9767,3301594865,YAY mom bought me the Sakura bodyshop lotion!  <3,9,yay mom buy sakura bodyshop lotion    
9768,e20d0bffc5,Had a lovely day yesterday. The weather was great! Now stupid slapton,12,lovely day yesterday  weather great  stupid slapton
9769,98287be604, I have to go to Spanish mass on Sunday  And then write a couple of papers. Boo.,17,go spanish mass sunday   write couple paper  boo 
9770,15ad2e6473, shoooot me. my aunt will be home soon and im crying my eyes out,14,shoooot  aunt home soon cry eye
9771,134caa6736,my brother left me for the day now I am here by myself,13,brother leave day
9772,87e92fbca7,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,18,mum try make feel ebtter stop voting adn win shortstack  almost cry 
9773,9643572bcd,What Darren on Linkedin? YES!   Just say your a twitter friend I NEVER IDK people! http://www.linkedin.com/in/darrenmonroe,16,darren linkedin  yes     say twitt friend never idk people  
9774,3a41ca5f8e,_benzo the first step to recory is admitting it.,9, benzo first step recory admit 
9775,58af647f84, Their is no such thing as TRANSPARENCY only selective OPACITY...,10,thing transparency selective opacity 
9776,f15b9929d6, how you get a day off and you still aint hit me.. Where is the lOVE?,16,get day still hit  love 
9777,0182bec5d5,someone take me to LA  I NEED TO SEE THE LEMON TREE,12,someone take la   need see lemon tree
9778,aed0dfcfde,Is constantly listening to the  song Fly with Me...b/c it`s the cutest song...'Peter Pan & Wendy turned out fine',19,constantly listen   song fly  b  c cut song  peter pan  wendy turn fine 
9779,7c79d9f42d, im only on 1800  lol,5,   lol
9780,0be333fbc4," Almost, almost.. Thanks on the 'good save' Z!",8,almost  almost  thank  good save  z 
9781,b68ddfadc0,Now standing because my tailbone is killing me,8,stand tailbone kill
9782,c797e813a3, It is sad... I feel bad when I hear it. They look like mid 30`s. It`s like something u wld see on lifetime,23,sad  feel bad hear  look like mid   like something wld see lifetime
9783,5c72cb6b76, DM me your email addy n i`ll fwd dem 2 ya,11,dm email addy n fwd dem  ya
9784,fe077efe30," Thank you Jonathan! I am the proud mommy to a 6 yr old girl, and a 14 yr old boy!",20,thank jonathan  proud mommy  yr old girl   yr old boy 
9785,9bd52ea04b,"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",15, pierce well enterprise e  nx  ncc bloody  b  c   e 
9786,e2fd5f4031, I like them.  Is that weird?,6,like    weird 
9787,eef36565ea, maxxie and anwar. ep 5? i think. i am up to that one next.,14,maxxie anwar  ep   think  one next 
9788,a86a8ad3e4,bed rest for all weekend and next week  neomonia suck,10,bed rest weekend next week   neomonia suck
9789,b250fc6615, i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,27,could call time phone would run   give shoutout happy
9790,1c82e8e698,Trying my best not to share this lovely head cold,10,try good share lovely head cold
9791,a2735115ba, honey is great for your health!,6,honey great health 
9792,5a81ad5f0d," have a good day girl, ill call you later",9,good day girl  ill call later
9793,285b9bd0f5,Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!,15,already hot outside    thank goodness car amazing ac    cyalater    work   
9794,04c436d528, thank you. yes yes. hooray!,5,thank  yes yes  hooray 
9795,4f2c4232d5,When it rains it pours. Life sucks,7,rain pour  life suck
9796,53b10154ca,I just got twitter for my palm  <3,8,get twitt palm   
9797,5824c43299,Could be useful  13 Tutorials & Resources for a Perfect Twitter Background http://tinyurl.com/dl2upx #design,14,could useful    tutorials  resources perfect twitter background   design
9798,f7eaa09d04,@_HarryKim OOC:  It`s okay.  Maybe our schedules will work out soon.,11, ooc    okay    maybe schedule work soon 
9799,f8df4fe4ae, sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,23,sigh  exam wer neaaarr finish    next week    bin stressd  guna b bak till end june 
9800,76c9eea168,I really need to turn my swag off it`s 3:30 time for bed!,13,really need turn swag  time bed 
9801,95f2b72c57,"ashley tisdale , i mean . cuz shes in berlin on 6th june and i`m not gonna be there . i wanna start cryin right now :/ ashley pick me up",31,ashley tisdale  mean  cuz berlin th june go  want start cryin right  ashley pick
9802,e0d6777df3,Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!,26,good morning every    gorgeous n stick work   wish home chillin  hopefully tha day go quick   doh  
9803,30498c16a5,I am NOT in the mood for a long car drive,11,mood long car drive
9804,66a07dff32, I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,17,sleep miss fun  hey dg    let play another gammme brian
9805,b6b0418d79, thanks...do you guys have a showroom as well? Wanted to chk them out in the flesh. Quite cool lamps and the wife is impressed,24,thank  guy showroom well  want chk flesh  quite cool lamp wife impressed
9806,ef4a0068dc," It`s just a shame what wisdom comes with age, but age destroys youth",13,shame wisdom come age  age destroy youth
9807,c6d1e5710a,Lunch sucked ran out of time  didn`t get anything done,10,lunch suck run time   get anything
9808,1d8605d15d,**** it were is Eric or anyone else when you need your hair to be played with,17,    eric anyone else need hair play
9809,d312ed7873,about to go to my boo`s pad,7,go boo pad
9810,f2f9937467,Played the Eclectricity Festival @ The Custard Factory last night was an UNREAL atmos right till the end! Glad i played last set,23,play eclectricity festival  custard factory last night unreal atmo right till end  glad play last set
9811,b76a01b1f8,Please visit http://vzerohost.com/info and sign up to alpha test a image hosting service!,13,please visit  sign alpha test image host service 
9812,5dbe01a708,hates these khaki pants! project to do todayy,8,hate khaki pant  project todayy
9813,6baa2b379f,_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad,29, pritchard come see  come see well question lol  need change mister  sad
9814,ecadcd7a30,"Nice win by the Dodgers, 8-0 over Giants",8,nice win dodgers     giants
9815,dda724c540,Cleaning up the kitchen &watching the Royals play,8,clean kitchen  watch royals play
9816,194c5351e0,Bleah a tad tipsy and too many cup cakes. Maddies birthday tomorrow + family party,15,bleah tad tipsy many cup cake  maddie birthday tomorrow  family party
9817,3358792fc9, following 865 and followers 539...not nice,6,follow  follower   nice
9818,a8aa416961,fellow twitterers. if anyone one has a leather jacket for the size of a fat person (aka me) please let me borrow it.,23,fellow twitterer  anyone one leather jacket size fat person  aka  please let borrow 
9819,3991102438,WHOA! Twilight the board game! AAAHAHA,6,whoa  twilight board game  aaahaha
9820,92786a5493,Wishing everyone a good night,5,wish everyone good night
9821,3af39d5f1c,"Really Wish i could see dave from  again, missing him already",11,really wish could see dave    miss already
9822,8698d535f2,  youstinkatrespondingtotexts!,1,youstinkatrespondingtotexts 
9823,248c85bd03,"is sore from weight lifting  However, it`s the good kind of sore that gives you man-**** you can move with the power of your mind alone!",26,sore weight lifting   however  good kind sore give man     move power mind alone 
9824,d19301ae73,"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",25,skip school w carleigh today  us barley get hr sleep last nite  get new bby kitten  black
9825,0758888b88, Feels good?  Now the hardest part will be to keep it empty every day. Or at least several times a week.,21,feel good    hard part keep empty every day  least several time week 
9826,b3946d49b7,"Anybody out there having a beer right now? I hate drinking alone. Mrs T is oot  On the other hand, Mrs T is oot",24,anybody beer right  hate drink alone  mrs oot   hand  mrs oot
9827,f13749b165, i have bad news... i have to go take the dog for a walk--they`re upset w/me!,16,bad news  go take dog walk  upset w  
9828,7eda6f9535,OMG i havent been on twitter all day  going thru withdraws,11,omg twitter day   go thru withdraw
9829,91bb6abfbc,"Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol",20,yay  able make  update tonight   lame compare ppls know lol
9830,ba0fa7443e,just contributed to economic stimulus at Wal Mart - un expected tire replacements,13,contribute economic stimulus wal mart  un expect tire replacement
9831,dcf195b61c,Writing in yearbooks make me wanna cry,7,write yearbook make want cry
9832,6f606e6a00, don`t worry  just sleep.,4,worry   sleep 
9833,e898d0d1ab," good luck! It`s not too bad, and if it is, it`s curved grading so u might end up surprised",19,good luck  bad   curve grade may end surprised
9834,499a4d2a6d,tomorrow should be good. but apparently no movies,8,tomorrow good  apparently movie
9835,ac094c4e56,So much for Skype for BlackBerry in May,8,much skype blackberry may
9836,e1c0abb3f9,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,17,wait go th period get final  omgg sooo go fail
9837,42ce17b684, hey chocolate chips is good.  i want a snack too but i`m out of snacks.,15,hey chocolate chip good    want snack snack 
9838,fcc9e4ec6f, what time is our conference call??,6,time conference call  
9839,906b7e0381,is SO frustrated!!! I`m stuck at home without any transportation to the global god conference!!! Ahh,16,frustrated    stick home without transportation global god conference    ahh
9840,789a787bc3,white-water rafting in the tripics,5,white  water rafting tripic
9841,97e08ad061," errr ok, most people have their espressos in the morning, ice latte at noon and warm latte in the evening!",20,errr ok  people espressos morning  ice latte noon warm latte evening 
9842,6399d1e651,is in route 2 da` beach! No sun yet,9,route  da  beach  sun yet
9843,c48e16fcba,my sunburn hurts,3,sunburn hurt
9844,599ac85ca8,"Down the beach again, sea is really flat",8,beach  sea really flat
9845,cb58dffb3d, should I still come? Its gonna be a while,9,still come  go
9846,84e69a3f34,I am soooo saying this phrase now 'Stop be so false' thanks to some  'hater'/yoda person!  Goodnight and stop be so false!!,22,soooo say phrase  stop false  thank    hateryoda person    goodnight stop false  
9847,c3dc352877," Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter",27,sad thing want work year  dream job  crush see crappy  still bitter
9848,f1f97d4619,Love 'good girls go bad',5,love  good girl go bad 
9849,f3b1e4443a,"I hate taking antibiotics, but i think i need to get me some. boooooo.",14,hate take antibiotic  think need get  boooooo 
9850,c8b49e9b2c,  We`ll miss you  #Sixx?,4,miss    sixx 
9851,6d6436a036, I cancelled a run in favour of... staying in. Wish I monies for pubulation tho,15,cancel run favour  stay  wish monie pubulation tho
9852,c41e9dc8fa, ....nope.. its for the 1st time we invited her at SSM  and she very graceful accepted it !,18, nope  st time invite ssm   graceful accept 
9853,16021a3195, I sure hope so!,4,sure hope 
9854,dbbb0fb43a, I want to come over,5,want come
9855,c501e02cab, I know what appeals to you with knitting! Believe me I KNOW!,12,know appeal knitting  believe know 
9856,6cedca1722,making a Life w/o Bounds! T-Shirt for Second life,9,make life w  bounds   shirt second life
9857,78dc89a01d, missed the cutoff for the free chocolate  eh well...bikini season is coming.....,12,miss cutoff free chocolate   eh well  bikini season come 
9858,f9365a2281,im not going to my dads tonight !!!!! and hes got a 12 foot pool  he has to tell me that hes got things when im not going **** !!,30,go dad tonight      get  foot pool   tell get thing go      
9859,537e80f0ba, OMG its working,3,omg working
9860,2b12e30b49, and the grease drip pan doubles as a butter dish (in a pinch),13,grease drip pan double butter dish  pinch 
9861,7d0ba46dc7, Something like that happened to me once: We closed the side door too hard and the engine locked up,19,something like happen  close side door hard engine lock
9862,1d6de852ec,Looking forward to a short work week followed by a mini-vacation in Clemson,13,look forward short work week follow mini  vacation clemson
9863,d03b2a8c76, No  Have you? And what`s your favorite RHCP song?,9,   favorite rhcp song 
9864,11d1e1645b,"I wonder what you`re doing, imagining where you are, there`s oceans in between us, but that`s not very far.  http://plurk.com/p/svxe1",20,wonder  imagine  ocean  far    
9865,64c566f57a, i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,24,always good day  make good time make well w ur morning greeting   thank  
9866,b6d12d071c,"I say 'oh man..' jovani asks, 'did you just call me an old man?' haha",15,say  oh man   jovani ask   call old man   haha
9867,a32ecc746a,My teeth and my eye hurt   someone make them feel better,11,tooth eye hurt    someone make feel well
